Time,Signal
5.2578,1.8303
5.2617,1.9925
5.2656,1.9191
5.2695,1.6269
5.2734,1.1843
5.2773,0.69499
5.2812,0.27368
5.2852,0.018762
5.2891,-0.010754
5.293,0.19077
5.2969,0.57426
5.3008,1.0475
5.3047,1.4971
5.3086,1.8149
5.3125,1.9239
5.3164,1.7961
5.3203,1.4596
5.3242,0.99124
5.3281,0.49924
5.332,0.097077
5.3359,-0.12306
5.3398,-0.11209
5.3438,0.12436
5.3477,0.5273
5.3516,0.9983
5.3555,1.4227
5.3594,1.6969
5.3633,1.7524
5.3672,1.5724
5.3711,1.1956
5.375,0.70711
5.3789,0.21814
5.3828,-0.15991
5.3867,-0.34201
5.3906,-0.28949
5.3945,-0.019162
5.3984,0.40061
5.4023,0.86609
5.4062,1.2627
5.4102,1.4919
5.4141,1.4949
5.418,1.2659
5.4219,0.85408
5.4258,0.35159
5.4297,-0.12802
5.4336,-0.47668
5.4375,-0.61732
5.4414,-0.52203
5.4453,-0.21868
5.4492,0.21566
5.4531,0.67297
5.457,1.0397
5.4609,1.2238
5.4648,1.176
5.4688,0.9022
5.4727,0.46125
5.4766,-0.04836
5.4805,-0.51198
5.4844,-0.82586
5.4883,-0.92162
5.4922,-0.7824
5.4961,-0.44686
5.5,2.059e-14
5.5039,0.44686
5.5078,0.7824
5.5117,0.92162
5.5156,0.82586
5.5195,0.51198
5.5234,0.04836
5.5273,-0.46125
5.5312,-0.9022
5.5352,-1.176
5.5391,-1.2238
5.543,-1.0397
5.5469,-0.67297
5.5508,-0.21566
5.5547,0.21868
5.5586,0.52203
5.5625,0.61732
5.5664,0.47668
5.5703,0.12802
5.5742,-0.35159
5.5781,-0.85408
5.582,-1.2659
5.5859,-1.4949
5.5898,-1.4919
5.5938,-1.2627
5.5977,-0.86609
5.6016,-0.40061
5.6055,0.019162
5.6094,0.28949
5.6133,0.34201
5.6172,0.15991
5.6211,-0.21814
5.625,-0.70711
5.6289,-1.1956
5.6328,-1.5724
5.6367,-1.7524
5.6406,-1.6969
5.6445,-1.4227
5.6484,-0.9983
5.6523,-0.5273
5.6562,-0.12436
5.6602,0.11209
5.6641,0.12306
5.668,-0.097077
5.6719,-0.49924
5.6758,-0.99124
5.6797,-1.4596
5.6836,-1.7961
5.6875,-1.9239
5.6914,-1.8149
5.6953,-1.4971
5.6992,-1.0475
5.7031,-0.57426
5.707,-0.19077
5.7109,0.010754
5.7148,-0.018762
5.7188,-0.27368
5.7227,-0.69499
5.7266,-1.1843
5.7305,-1.6269
5.7344,-1.9191
5.7383,-1.9925
5.7422,-1.8303
5.7461,-1.4711
5.75,-1
5.7539,-0.5283
5.7578,-0.16733
5.7617,-0.0021057
5.7656,-0.071305
5.7695,-0.35809
5.7734,-0.79409
5.7773,-1.2756
5.7812,-1.6879
5.7852,-1.9326
5.7891,-1.9508
5.793,-1.7368
5.7969,-1.3396
5.8008,-0.85151
5.8047,-0.38597
5.8086,-0.051072
5.8125,0.07612
5.8164,-0.032288
5.8203,-0.34842
5.8242,-0.79521
5.8281,-1.2646
5.832,-1.6431
5.8359,-1.8385
5.8398,-1.8018
5.8438,-1.5386
5.8477,-1.1079
5.8516,-0.60812
5.8555,-0.15395
5.8594,0.15087
5.8633,0.23798
5.8672,0.090518
5.8711,-0.25285
5.875,-0.70711
5.8789,-1.1609
5.8828,-1.503
5.8867,-1.6484
5.8906,-1.5583
5.8945,-1.2496
5.8984,-0.79079
5.9023,-0.28552
5.9062,0.15154
5.9102,0.42194
5.9141,0.46668
5.918,0.28011
5.9219,-0.088713
5.9258,-0.54763
5.9297,-0.98313
5.9336,-1.2872
5.9375,-1.3827
5.9414,-1.2418
5.9453,-0.89246
5.9492,-0.4117
5.9531,0.092399
5.957,0.5063
5.9609,0.73781
5.9648,0.73784
5.9688,0.51202
5.9727,0.11932
5.9766,-0.34182
5.9805,-0.7568
5.9844,-1.0219
5.9883,-1.0687
5.9922,-0.88054
5.9961,-0.49594
6,-8.7705e-14
6.0039,0.49594
6.0078,0.88054
6.0117,1.0687
6.0156,1.0219
6.0195,0.7568
6.0234,0.34182
6.0273,-0.11932
6.0312,-0.51202
6.0352,-0.73784
6.0391,-0.73781
6.043,-0.5063
6.0469,-0.092399
6.0508,0.4117
6.0547,0.89246
6.0586,1.2418
6.0625,1.3827
6.0664,1.2872
6.0703,0.98313
6.0742,0.54763
6.0781,0.088713
6.082,-0.28011
6.0859,-0.46668
6.0898,-0.42194
6.0938,-0.15154
6.0977,0.28552
6.1016,0.79079
6.1055,1.2496
6.1094,1.5583
6.1133,1.6484
6.1172,1.503
6.1211,1.1609
6.125,0.70711
6.1289,0.25285
6.1328,-0.090518
6.1367,-0.23798
6.1406,-0.15087
6.1445,0.15395
6.1484,0.60812
6.1523,1.1079
6.1562,1.5386
6.1602,1.8018
6.1641,1.8385
6.168,1.6431
6.1719,1.2646
6.1758,0.79521
6.1797,0.34842
6.1836,0.032288
6.1875,-0.07612
6.1914,0.051072
6.1953,0.38597
6.1992,0.85151
6.2031,1.3396
6.207,1.7368
6.2109,1.9508
6.2148,1.9326
6.2188,1.6879
6.2227,1.2756
6.2266,0.79409
6.2305,0.35809
6.2344,0.071305
6.2383,0.0021057
6.2422,0.16733
6.2461,0.5283
6.25,1
6.2539,1.4711
6.2578,1.8303
6.2617,1.9925
6.2656,1.9191
6.2695,1.6269
6.2734,1.1843
6.2773,0.69499
6.2812,0.27368
6.2852,0.018762
6.2891,-0.010754
6.293,0.19077
6.2969,0.57426
6.3008,1.0475
6.3047,1.4971
6.3086,1.8149
6.3125,1.9239
6.3164,1.7961
6.3203,1.4596
6.3242,0.99124
6.3281,0.49924
6.332,0.097077
6.3359,-0.12306
6.3398,-0.11209
6.3438,0.12436
6.3477,0.5273
6.3516,0.9983
6.3555,1.4227
6.3594,1.6969
6.3633,1.7524
6.3672,1.5724
6.3711,1.1956
6.375,0.70711
6.3789,0.21814
6.3828,-0.15991
6.3867,-0.34201
6.3906,-0.28949
6.3945,-0.019162
6.3984,0.40061
6.4023,0.86609
6.4062,1.2627
6.4102,1.4919
6.4141,1.4949
6.418,1.2659
6.4219,0.85408
6.4258,0.35159
6.4297,-0.12802
6.4336,-0.47668
6.4375,-0.61732
6.4414,-0.52203
6.4453,-0.21868
6.4492,0.21566
6.4531,0.67297
6.457,1.0397
6.4609,1.2238
6.4648,1.176
6.4688,0.9022
6.4727,0.46125
6.4766,-0.04836
6.4805,-0.51198
6.4844,-0.82586
6.4883,-0.92162
6.4922,-0.7824
6.4961,-0.44686
6.5,-7.6434e-14
6.5039,0.44686
6.5078,0.7824
6.5117,0.92162
6.5156,0.82586
6.5195,0.51198
6.5234,0.04836
6.5273,-0.46125
6.5312,-0.9022
6.5352,-1.176
6.5391,-1.2238
6.543,-1.0397
6.5469,-0.67297
6.5508,-0.21566
6.5547,0.21868
6.5586,0.52203
6.5625,0.61732
6.5664,0.47668
6.5703,0.12802
6.5742,-0.35159
6.5781,-0.85408
6.582,-1.2659
6.5859,-1.4949
6.5898,-1.4919
6.5938,-1.2627
6.5977,-0.86609
6.6016,-0.40061
6.6055,0.019162
6.6094,0.28949
6.6133,0.34201
6.6172,0.15991
6.6211,-0.21814
6.625,-0.70711
6.6289,-1.1956
6.6328,-1.5724
6.6367,-1.7524
6.6406,-1.6969
6.6445,-1.4227
6.6484,-0.9983
6.6523,-0.5273
6.6562,-0.12436
6.6602,0.11209
6.6641,0.12306
6.668,-0.097077
6.6719,-0.49924
6.6758,-0.99124
6.6797,-1.4596
6.6836,-1.7961
6.6875,-1.9239
6.6914,-1.8149
6.6953,-1.4971
6.6992,-1.0475
6.7031,-0.57426
6.707,-0.19077
6.7109,0.010754
6.7148,-0.018762
6.7188,-0.27368
6.7227,-0.69499
6.7266,-1.1843
6.7305,-1.6269
6.7344,-1.9191
6.7383,-1.9925
6.7422,-1.8303
6.7461,-1.4711
6.75,-1
6.7539,-0.5283
6.7578,-0.16733
6.7617,-0.0021057
6.7656,-0.071305
6.7695,-0.35809
6.7734,-0.79409
6.7773,-1.2756
6.7812,-1.6879
6.7852,-1.9326
6.7891,-1.9508
6.793,-1.7368
6.7969,-1.3396
6.8008,-0.85151
6.8047,-0.38597
6.8086,-0.051072
6.8125,0.07612
6.8164,-0.032288
6.8203,-0.34842
6.8242,-0.79521
6.8281,-1.2646
6.832,-1.6431
6.8359,-1.8385
6.8398,-1.8018
6.8438,-1.5386
6.8477,-1.1079
6.8516,-0.60812
6.8555,-0.15395
6.8594,0.15087
6.8633,0.23798
6.8672,0.090518
6.8711,-0.25285
6.875,-0.70711
6.8789,-1.1609
6.8828,-1.503
6.8867,-1.6484
6.8906,-1.5583
6.8945,-1.2496
6.8984,-0.79079
6.9023,-0.28552
6.9062,0.15154
6.9102,0.42194
6.9141,0.46668
6.918,0.28011
6.9219,-0.088713
6.9258,-0.54763
6.9297,-0.98313
6.9336,-1.2872
6.9375,-1.3827
6.9414,-1.2418
6.9453,-0.89246
6.9492,-0.4117
6.9531,0.092399
6.957,0.5063
6.9609,0.73781
6.9648,0.73784
6.9688,0.51202
6.9727,0.11932
6.9766,-0.34182
6.9805,-0.7568
6.9844,-1.0219
6.9883,-1.0687
6.9922,-0.88054
6.9961,-0.49594
7,-6.4426e-14
7.0039,0.49594
7.0078,0.88054
7.0117,1.0687
7.0156,1.0219
7.0195,0.7568
7.0234,0.34182
7.0273,-0.11932
7.0312,-0.51202
7.0352,-0.73784
7.0391,-0.73781
7.043,-0.5063
7.0469,-0.092399
7.0508,0.4117
7.0547,0.89246
7.0586,1.2418
7.0625,1.3827
7.0664,1.2872
7.0703,0.98313
7.0742,0.54763
7.0781,0.088713
7.082,-0.28011
7.0859,-0.46668
7.0898,-0.42194
7.0938,-0.15154
7.0977,0.28552
7.1016,0.79079
7.1055,1.2496
7.1094,1.5583
7.1133,1.6484
7.1172,1.503
7.1211,1.1609
7.125,0.70711
7.1289,0.25285
7.1328,-0.090518
7.1367,-0.23798
7.1406,-0.15087
7.1445,0.15395
7.1484,0.60812
7.1523,1.1079
7.1562,1.5386
7.1602,1.8018
7.1641,1.8385
7.168,1.6431
7.1719,1.2646
7.1758,0.79521
7.1797,0.34842
7.1836,0.032288
7.1875,-0.07612
7.1914,0.051072
7.1953,0.38597
7.1992,0.85151
7.2031,1.3396
7.207,1.7368
7.2109,1.9508
7.2148,1.9326
7.2188,1.6879
7.2227,1.2756
7.2266,0.79409
7.2305,0.35809
7.2344,0.071305
7.2383,0.0021057
7.2422,0.16733
7.2461,0.5283
7.25,1
7.2539,1.4711
7.2578,1.8303
7.2617,1.9925
7.2656,1.9191
7.2695,1.6269
7.2734,1.1843
7.2773,0.69499
7.2812,0.27368
7.2852,0.018762
7.2891,-0.010754
7.293,0.19077
7.2969,0.57426
7.3008,1.0475
7.3047,1.4971
7.3086,1.8149
7.3125,1.9239
7.3164,1.7961
7.3203,1.4596
7.3242,0.99124
7.3281,0.49924
7.332,0.097077
7.3359,-0.12306
7.3398,-0.11209
7.3438,0.12436
7.3477,0.5273
7.3516,0.9983
7.3555,1.4227
7.3594,1.6969
7.3633,1.7524
7.3672,1.5724
7.3711,1.1956
7.375,0.70711
7.3789,0.21814
7.3828,-0.15991
7.3867,-0.34201
7.3906,-0.28949
7.3945,-0.019162
7.3984,0.40061
7.4023,0.86609
7.4062,1.2627
7.4102,1.4919
7.4141,1.4949
7.418,1.2659
7.4219,0.85408
7.4258,0.35159
7.4297,-0.12802
7.4336,-0.47668
7.4375,-0.61732
7.4414,-0.52203
7.4453,-0.21868
7.4492,0.21566
7.4531,0.67297
7.457,1.0397
7.4609,1.2238
7.4648,1.176
7.4688,0.9022
7.4727,0.46125
7.4766,-0.04836
7.4805,-0.51198
7.4844,-0.82586
7.4883,-0.92162
7.4922,-0.7824
7.4961,-0.44686
7.5,-4.5561e-14
7.5039,0.44686
7.5078,0.7824
7.5117,0.92162
7.5156,0.82586
7.5195,0.51198
7.5234,0.04836
7.5273,-0.46125
7.5312,-0.9022
7.5352,-1.176
7.5391,-1.2238
7.543,-1.0397
7.5469,-0.67297
7.5508,-0.21566
7.5547,0.21868
7.5586,0.52203
7.5625,0.61732
7.5664,0.47668
7.5703,0.12802
7.5742,-0.35159
7.5781,-0.85408
7.582,-1.2659
7.5859,-1.4949
7.5898,-1.4919
7.5938,-1.2627
7.5977,-0.86609
7.6016,-0.40061
7.6055,0.019162
7.6094,0.28949
7.6133,0.34201
7.6172,0.15991
7.6211,-0.21814
7.625,-0.70711
7.6289,-1.1956
7.6328,-1.5724
7.6367,-1.7524
7.6406,-1.6969
7.6445,-1.4227
7.6484,-0.9983
7.6523,-0.5273
7.6562,-0.12436
7.6602,0.11209
7.6641,0.12306
7.668,-0.097077
7.6719,-0.49924
7.6758,-0.99124
7.6797,-1.4596
7.6836,-1.7961
7.6875,-1.9239
7.6914,-1.8149
7.6953,-1.4971
7.6992,-1.0475
7.7031,-0.57426
7.707,-0.19077
7.7109,0.010754
7.7148,-0.018762
7.7188,-0.27368
7.7227,-0.69499
7.7266,-1.1843
7.7305,-1.6269
7.7344,-1.9191
7.7383,-1.9925
7.7422,-1.8303
7.7461,-1.4711
7.75,-1
7.7539,-0.5283
7.7578,-0.16733
7.7617,-0.0021057
7.7656,-0.071305
7.7695,-0.35809
7.7734,-0.79409
7.7773,-1.2756
7.7812,-1.6879
7.7852,-1.9326
7.7891,-1.9508
7.793,-1.7368
7.7969,-1.3396
7.8008,-0.85151
7.8047,-0.38597
7.8086,-0.051072
7.8125,0.07612
7.8164,-0.032288
7.8203,-0.34842
7.8242,-0.79521
7.8281,-1.2646
7.832,-1.6431
7.8359,-1.8385
7.8398,-1.8018
7.8438,-1.5386
7.8477,-1.1079
7.8516,-0.60812
7.8555,-0.15395
7.8594,0.15087
7.8633,0.23798
7.8672,0.090518
7.8711,-0.25285
7.875,-0.70711
7.8789,-1.1609
7.8828,-1.503
7.8867,-1.6484
7.8906,-1.5583
7.8945,-1.2496
7.8984,-0.79079
7.9023,-0.28552
7.9062,0.15154
7.9102,0.42194
7.9141,0.46668
7.918,0.28011
7.9219,-0.088713
7.9258,-0.54763
7.9297,-0.98313
7.9336,-1.2872
7.9375,-1.3827
7.9414,-1.2418
7.9453,-0.89246
7.9492,-0.4117
7.9531,0.092399
7.957,0.5063
7.9609,0.73781
7.9648,0.73784
7.9688,0.51202
7.9727,0.11932
7.9766,-0.34182
7.9805,-0.7568
7.9844,-1.0219
7.9883,-1.0687
7.9922,-0.88054
7.9961,-0.49594
8,-4.1148e-14
8.0039,0.49594
8.0078,0.88054
8.0117,1.0687
8.0156,1.0219
8.0195,0.7568
8.0234,0.34182
8.0273,-0.11932
8.0312,-0.51202
8.0352,-0.73784
8.0391,-0.73781
8.043,-0.5063
8.0469,-0.092399
8.0508,0.4117
8.0547,0.89246
8.0586,1.2418
8.0625,1.3827
8.0664,1.2872
8.0703,0.98313
8.0742,0.54763
8.0781,0.088713
8.082,-0.28011
8.0859,-0.46668
8.0898,-0.42194
8.0938,-0.15154
8.0977,0.28552
8.1016,0.79079
8.1055,1.2496
8.1094,1.5583
8.1133,1.6484
8.1172,1.503
8.1211,1.1609
8.125,0.70711
8.1289,0.25285
8.1328,-0.090518
8.1367,-0.23798
8.1406,-0.15087
8.1445,0.15395
8.1484,0.60812
8.1523,1.1079
8.1562,1.5386
8.1602,1.8018
8.1641,1.8385
8.168,1.6431
8.1719,1.2646
8.1758,0.79521
8.1797,0.34842
8.1836,0.032288
8.1875,-0.07612
8.1914,0.051072
8.1953,0.38597
8.1992,0.85151
8.2031,1.3396
8.207,1.7368
8.2109,1.9508
8.2148,1.9326
8.2188,1.6879
8.2227,1.2756
8.2266,0.79409
8.2305,0.35809
8.2344,0.071305
8.2383,0.0021057
8.2422,0.16733
8.2461,0.5283
8.25,1
8.2539,1.4711
8.2578,1.8303
8.2617,1.9925
8.2656,1.9191
8.2695,1.6269
8.2734,1.1843
8.2773,0.69499
8.2812,0.27368
8.2852,0.018762
8.2891,-0.010754
8.293,0.19077
8.2969,0.57426
8.3008,1.0475
8.3047,1.4971
8.3086,1.8149
8.3125,1.9239
8.3164,1.7961
8.3203,1.4596
8.3242,0.99124
8.3281,0.49924
8.332,0.097077
8.3359,-0.12306
8.3398,-0.11209
8.3438,0.12436
8.3477,0.5273
8.3516,0.9983
8.3555,1.4227
8.3594,1.6969
8.3633,1.7524
8.3672,1.5724
8.3711,1.1956
8.375,0.70711
8.3789,0.21814
8.3828,-0.15991
8.3867,-0.34201
8.3906,-0.28949
8.3945,-0.019162
8.3984,0.40061
8.4023,0.86609
8.4062,1.2627
8.4102,1.4919
8.4141,1.4949
8.418,1.2659
8.4219,0.85408
8.4258,0.35159
8.4297,-0.12802
8.4336,-0.47668
8.4375,-0.61732
8.4414,-0.52203
8.4453,-0.21868
8.4492,0.21566
8.4531,0.67297
8.457,1.0397
8.4609,1.2238
8.4648,1.176
8.4688,0.9022
8.4727,0.46125
8.4766,-0.04836
8.4805,-0.51198
8.4844,-0.82586
8.4883,-0.92162
8.4922,-0.7824
8.4961,-0.44686
8.5,-2.8898e-14
8.5039,0.44686
8.5078,0.7824
8.5117,0.92162
8.5156,0.82586
8.5195,0.51198
8.5234,0.04836
8.5273,-0.46125
8.5312,-0.9022
8.5352,-1.176
8.5391,-1.2238
8.543,-1.0397
8.5469,-0.67297
8.5508,-0.21566
8.5547,0.21868
8.5586,0.52203
8.5625,0.61732
8.5664,0.47668
8.5703,0.12802
8.5742,-0.35159
8.5781,-0.85408
8.582,-1.2659
8.5859,-1.4949
8.5898,-1.4919
8.5938,-1.2627
8.5977,-0.86609
8.6016,-0.40061
8.6055,0.019162
8.6094,0.28949
8.6133,0.34201
8.6172,0.15991
8.6211,-0.21814
8.625,-0.70711
8.6289,-1.1956
8.6328,-1.5724
8.6367,-1.7524
8.6406,-1.6969
8.6445,-1.4227
8.6484,-0.9983
8.6523,-0.5273
8.6562,-0.12436
8.6602,0.11209
8.6641,0.12306
8.668,-0.097077
8.6719,-0.49924
8.6758,-0.99124
8.6797,-1.4596
8.6836,-1.7961
8.6875,-1.9239
8.6914,-1.8149
8.6953,-1.4971
8.6992,-1.0475
8.7031,-0.57426
8.707,-0.19077
8.7109,0.010754
8.7148,-0.018762
8.7188,-0.27368
8.7227,-0.69499
8.7266,-1.1843
8.7305,-1.6269
8.7344,-1.9191
8.7383,-1.9925
8.7422,-1.8303
8.7461,-1.4711
8.75,-1
8.7539,-0.5283
8.7578,-0.16733
8.7617,-0.0021057
8.7656,-0.071305
8.7695,-0.35809
8.7734,-0.79409
8.7773,-1.2756
8.7812,-1.6879
8.7852,-1.9326
8.7891,-1.9508
8.793,-1.7368
8.7969,-1.3396
8.8008,-0.85151
8.8047,-0.38597
8.8086,-0.051072
8.8125,0.07612
8.8164,-0.032288
8.8203,-0.34842
8.8242,-0.79521
8.8281,-1.2646
8.832,-1.6431
8.8359,-1.8385
8.8398,-1.8018
8.8438,-1.5386
8.8477,-1.1079
8.8516,-0.60812
8.8555,-0.15395
8.8594,0.15087
8.8633,0.23798
8.8672,0.090518
8.8711,-0.25285
8.875,-0.70711
8.8789,-1.1609
8.8828,-1.503
8.8867,-1.6484
8.8906,-1.5583
8.8945,-1.2496
8.8984,-0.79079
8.9023,-0.28552
8.9062,0.15154
8.9102,0.42194
8.9141,0.46668
8.918,0.28011
8.9219,-0.088713
8.9258,-0.54763
8.9297,-0.98313
8.9336,-1.2872
8.9375,-1.3827
8.9414,-1.2418
8.9453,-0.89246
8.9492,-0.4117
8.9531,0.092399
8.957,0.5063
8.9609,0.73781
8.9648,0.73784
8.9688,0.51202
8.9727,0.11932
8.9766,-0.34182
8.9805,-0.7568
8.9844,-1.0219
8.9883,-1.0687
8.9922,-0.88054
8.9961,-0.49594
9,-1.787e-14
9.0039,0.49594
9.0078,0.88054
9.0117,1.0687
9.0156,1.0219
9.0195,0.7568
9.0234,0.34182
9.0273,-0.11932
9.0312,-0.51202
9.0352,-0.73784
9.0391,-0.73781
9.043,-0.5063
9.0469,-0.092399
9.0508,0.4117
9.0547,0.89246
9.0586,1.2418
9.0625,1.3827
9.0664,1.2872
9.0703,0.98313
9.0742,0.54763
9.0781,0.088713
9.082,-0.28011
9.0859,-0.46668
9.0898,-0.42194
9.0938,-0.15154
9.0977,0.28552
9.1016,0.79079
9.1055,1.2496
9.1094,1.5583
9.1133,1.6484
9.1172,1.503
9.1211,1.1609
9.125,0.70711
9.1289,0.25285
9.1328,-0.090518
9.1367,-0.23798
9.1406,-0.15087
9.1445,0.15395
9.1484,0.60812
9.1523,1.1079
9.1562,1.5386
9.1602,1.8018
9.1641,1.8385
9.168,1.6431
9.1719,1.2646
9.1758,0.79521
9.1797,0.34842
9.1836,0.032288
9.1875,-0.07612
9.1914,0.051072
9.1953,0.38597
9.1992,0.85151
9.2031,1.3396
9.207,1.7368
9.2109,1.9508
9.2148,1.9326
9.2188,1.6879
9.2227,1.2756
9.2266,0.79409
9.2305,0.35809
9.2344,0.071305
9.2383,0.0021057
9.2422,0.16733
9.2461,0.5283
9.25,1
9.2539,1.4711
9.2578,1.8303
9.2617,1.9925
9.2656,1.9191
9.2695,1.6269
9.2734,1.1843
9.2773,0.69499
9.2812,0.27368
9.2852,0.018762
9.2891,-0.010754
9.293,0.19077
9.2969,0.57426
9.3008,1.0475
9.3047,1.4971
9.3086,1.8149
9.3125,1.9239
9.3164,1.7961
9.3203,1.4596
9.3242,0.99124
9.3281,0.49924
9.332,0.097077
9.3359,-0.12306
9.3398,-0.11209
9.3438,0.12436
9.3477,0.5273
9.3516,0.9983
9.3555,1.4227
9.3594,1.6969
9.3633,1.7524
9.3672,1.5724
9.3711,1.1956
9.375,0.70711
9.3789,0.21814
9.3828,-0.15991
9.3867,-0.34201
9.3906,-0.28949
9.3945,-0.019162
9.3984,0.40061
9.4023,0.86609
9.4062,1.2627
9.4102,1.4919
9.4141,1.4949
9.418,1.2659
9.4219,0.85408
9.4258,0.35159
9.4297,-0.12802
9.4336,-0.47668
9.4375,-0.61732
9.4414,-0.52203
9.4453,-0.21868
9.4492,0.21566
9.4531,0.67297
9.457,1.0397
9.4609,1.2238
9.4648,1.176
9.4688,0.9022
9.4727,0.46125
9.4766,-0.04836
9.4805,-0.51198
9.4844,-0.82586
9.4883,-0.92162
9.4922,-0.7824
9.4961,-0.44686
9.5,1.9755e-15
9.5039,0.44686
9.5078,0.7824
9.5117,0.92162
9.5156,0.82586
9.5195,0.51198
9.5234,0.04836
9.5273,-0.46125
9.5312,-0.9022
9.5352,-1.176
9.5391,-1.2238
9.543,-1.0397
9.5469,-0.67297
9.5508,-0.21566
9.5547,0.21868
9.5586,0.52203
9.5625,0.61732
9.5664,0.47668
9.5703,0.12802
9.5742,-0.35159
9.5781,-0.85408
9.582,-1.2659
9.5859,-1.4949
9.5898,-1.4919
9.5938,-1.2627
9.5977,-0.86609
9.6016,-0.40061
9.6055,0.019162
9.6094,0.28949
9.6133,0.34201
9.6172,0.15991
9.6211,-0.21814
9.625,-0.70711
9.6289,-1.1956
9.6328,-1.5724
9.6367,-1.7524
9.6406,-1.6969
9.6445,-1.4227
9.6484,-0.9983
9.6523,-0.5273
9.6562,-0.12436
9.6602,0.11209
9.6641,0.12306
9.668,-0.097077
9.6719,-0.49924
9.6758,-0.99124
9.6797,-1.4596
9.6836,-1.7961
9.6875,-1.9239
9.6914,-1.8149
9.6953,-1.4971
9.6992,-1.0475
9.7031,-0.57426
9.707,-0.19077
9.7109,0.010754
9.7148,-0.018762
9.7188,-0.27368
9.7227,-0.69499
9.7266,-1.1843
9.7305,-1.6269
9.7344,-1.9191
9.7383,-1.9925
9.7422,-1.8303
9.7461,-1.4711
9.75,-1
9.7539,-0.5283
9.7578,-0.16733
9.7617,-0.0021057
9.7656,-0.071305
9.7695,-0.35809
9.7734,-0.79409
9.7773,-1.2756
9.7812,-1.6879
9.7852,-1.9326
9.7891,-1.9508
9.793,-1.7368
9.7969,-1.3396
9.8008,-0.85151
9.8047,-0.38597
9.8086,-0.051072
9.8125,0.07612
9.8164,-0.032288
9.8203,-0.34842
9.8242,-0.79521
9.8281,-1.2646
9.832,-1.6431
9.8359,-1.8385
9.8398,-1.8018
9.8438,-1.5386
9.8477,-1.1079
9.8516,-0.60812
9.8555,-0.15395
9.8594,0.15087
9.8633,0.23798
9.8672,0.090518
9.8711,-0.25285
9.875,-0.70711
9.8789,-1.1609
9.8828,-1.503
9.8867,-1.6484
9.8906,-1.5583
9.8945,-1.2496
9.8984,-0.79079
9.9023,-0.28552
9.9062,0.15154
9.9102,0.42194
9.9141,0.46668
9.918,0.28011
9.9219,-0.088713
9.9258,-0.54763
9.9297,-0.98313
9.9336,-1.2872
9.9375,-1.3827
9.9414,-1.2418
9.9453,-0.89246
9.9492,-0.4117
9.9531,0.092399
9.957,0.5063
9.9609,0.73781
9.9648,0.73784
9.9688,0.51202
9.9727,0.11932
9.9766,-0.34182
9.9805,-0.7568
9.9844,-1.0219
9.9883,-1.0687
9.9922,-0.88054
9.9961,-0.49594
